	reagent	Anaphase	Apoptosis	Artefact	Binuclear	Elongated	Folded	Grape	Hole	Interphase	Large	Metaphase	MetaphaseAlignment	Polylobed	Prometaphase	SmallIrregular	UndefinedCondensed
63	Chr2-6	0.025630444639143067	0.027452008992934915	0.054495039152474674	0.16057220527153632	0.031043113205140707	0.022836729091165	0.03636130294249707	0.03241528153575446	0.241763006962163	0.03210446565414981	0.034702861331342254	0.043236448985447366	0.11223655447581286	0.06368335579050154	0.05733850202864424	0.024128679941291264
64	YAP1-1	0.03447836351224917	0.03435279254214461	0.03610287858126222	0.0639890729021518	0.046220724281610594	0.01606346900515294	0.04400372264173064	0.0622685890140444	0.2658892196519572	0.06394691151115417	0.03853417278571349	0.058254608610343275	0.07299448507544318	0.10561333269558364	0.028821606282527234	0.028466050906931092
65	BRD4-1	0.0239070821630009	0.025341970371630617	0.044590410694690046	0.1564291158766725	0.035849601662705434	0.01493199720964945	0.041021747903058514	0.03720647286628095	0.2679035173512612	0.062182104282325304	0.030936726366335945	0.04570602119623062	0.12188153036711623	0.04872017303434591	0.022874183049112796	0.020517345605583825
66	PTK2-2	0.02537571858959662	0.027400532989687497	0.05037580708929211	0.1446054444931431	0.04228195121773209	0.02228914439090419	0.030410064632762888	0.03346401711798917	0.26890708262615953	0.031395150666251925	0.03839038378438344	0.04484658347117964	0.10391665553808495	0.05392433715652522	0.05742408195813525	0.024993044278171995
67	LacZ-3	0.024917152059455182	0.02797446956263876	0.05390826966556445	0.15443860055447214	0.03372021057510754	0.01779006254126617	0.0344203636129919	0.04183770632788081	0.28176764294023676	0.047040239406511856	0.03597561787259756	0.0405768985133302	0.08267276342689825	0.05785116562027794	0.037104521436464394	0.028004315884305825
68	EGFR-1	0.023366354162952532	0.030862711210034605	0.06371902138158149	0.16582597765076101	0.022628962025902755	0.02543090620649276	0.034572553681923204	0.033813880347470376	0.20334540935900128	0.02688633195609987	0.03666068340546795	0.05138728976034224	0.127413310709776	0.05951064573429831	0.06942446371164401	0.025151498696250274
69	RHOA-1	0.025823876941835997	0.027274188934381372	0.05711591345922215	0.09848928466950857	0.021281230209961265	0.02167440122435024	0.03045834185593743	0.037377828391288885	0.24710707556242312	0.018015128234318535	0.03364317261372606	0.0648656224119262	0.08127059133277437	0.11371051038070187	0.09740524646797183	0.024487587309671426
70	CTNNB1-2	0.021819610779001207	0.02407754580571715	0.051305669807003136	0.161365947632453	0.026391429093799226	0.018434580256610607	0.03191558679272155	0.03115624023334434	0.28296184725266527	0.026179740323969535	0.03211158649407387	0.04305157910303059	0.12635649516957345	0.05508974037172066	0.045502630733604964	0.022279770150711403
71	MYC-2	0.029201763738499937	0.024793819713405663	0.0381132230782561	0.10159860401630655	0.06213093377158408	0.018440029936351195	0.021330596477287238	0.04788057881495438	0.3165175158935137	0.030238046306042425	0.04585160837258922	0.052613683257157394	0.07230876295491563	0.07719884614726288	0.039969032937558706	0.021812954584314752
72	GLS-2	0.025059542654358658	0.026537549922952347	0.049832703116123825	0.15660100056273202	0.037740148655076376	0.019830451808564183	0.03555937688925805	0.03454921085543174	0.27586528073457206	0.03801023613039993	0.03579478983777051	0.04519856120590443	0.11588405167595446	0.047937010486087554	0.03450919903320053	0.021090886431614053
73	JAK3-1	0.02125258194208047	0.025739317834539806	0.05151127196282782	0.18939346314452382	0.029279492658543627	0.017197227798629238	0.030919770031169153	0.030052595229562547	0.2710853724403383	0.03925698033077907	0.03398152539920355	0.046388319954604434	0.11292229984578968	0.049461761888819754	0.027968537783203726	0.023589481755384153
74	RAC1-2	0.02473313881936953	0.025946040366916542	0.045594423126171374	0.1342271013459931	0.029199379354481327	0.018956577138164964	0.031547991130908795	0.03800357831742891	0.30816696627371654	0.03074804283716928	0.03480452436122095	0.05229118579570786	0.08546900002807904	0.07033685063631757	0.046273457066388836	0.0237017434019669
75	ARID1B-1	0.020782474119374866	0.028268545679988002	0.04939982282386445	0.16953807176605434	0.028835035921143722	0.021561759998523188	0.031517058623833936	0.032608985560907376	0.2720728727285496	0.0292506804387072	0.03007545251118842	0.04514351442724119	0.09905407390661623	0.06167607974466774	0.054280653362867276	0.025934918386472838
76	CDK4-2	0.02709348450634464	0.023147651184603282	0.031693615033597494	0.06933929380604914	0.03615233899480938	0.009009603069500414	0.04386646746674319	0.03519767566256894	0.19007132724694045	0.22295477218054288	0.03241804451604804	0.04803568412709777	0.12348869988944289	0.07180183288219961	0.010858420332022022	0.024871089101489382
77	ITGAV-2	0.016735626574940914	0.02342941909575808	0.12465770116483776	0.08103500411671155	0.01406583496222746	0.019641524596144464	0.03885085628203072	0.027562980246011642	0.1007433681315091	0.008214399959348197	0.034549339321364454	0.06056406563948186	0.17856236039213128	0.14303869234006705	0.09669072294138725	0.03165810423604859
78	EGLN1-9	0.030451241805750918	0.03187439796195054	0.06490266800988849	0.11008364453754038	0.036831681104663914	0.021091517751824468	0.029340945115420018	0.03542174287937433	0.24563324932111058	0.019767791222281	0.03666978009019455	0.0506734206045803	0.10016503729970191	0.08904434831930565	0.07043735062140308	0.027611183355010133
79	AKT1-1	0.023682360971292	0.025830053607545356	0.05522817016773012	0.13968529572215033	0.028313774531009316	0.01865245521674951	0.028067831478207104	0.03681506815239434	0.2681261081867575	0.025521394515247226	0.038346138133356675	0.05404479736754844	0.08886419060717043	0.08581672772324966	0.05037742672812348	0.032628206891468274
80	SDHB-2	0.02370636525632148	0.022590746060058654	0.03874582363094326	0.14770679658839433	0.031634248301714664	0.014249049964146672	0.030173158889462207	0.03440448221947629	0.35018366182967786	0.053357016143915435	0.02954077242610744	0.04037078572502663	0.08151179304766701	0.05113222070546666	0.026705180940308746	0.023987898271312386
81	BCL2L2-4	0.024575815289321637	0.02633874648011386	0.05768905898460461	0.15145209696480202	0.02563435919820052	0.020353978764451924	0.03607508633817508	0.03940774671587064	0.23700534354370184	0.03696237486209245	0.038368563273221114	0.05374004272307155	0.10149869830643285	0.06578969728965907	0.05759898647672432	0.027509404789555523
82	ATF4-1	0.02222296953606571	0.027623985042126868	0.046486991417979004	0.13695299686237017	0.04251120076004838	0.016689564547034103	0.04111468349491696	0.03518007526614834	0.270741974771436	0.04977307332921741	0.02777284135668145	0.04786647700832001	0.1218857817305734	0.0661674114438914	0.02258098743617797	0.024428985997012768
83	MAPK1-1	0.024429979771785126	0.02820909776803238	0.04557177438521014	0.18999837706639477	0.043664004137486084	0.018240655978545163	0.03333514494002804	0.026737474423306495	0.2450603061967154	0.06560106228709786	0.029671169798589542	0.03920698551768482	0.12601650215388108	0.04278502328929211	0.019538698927396427	0.021933743358556662
84	BRAF1-1	0.023617310464651372	0.026012778704595393	0.04863888903681934	0.19424267142300974	0.02793695368915228	0.015090201665115299	0.03259094293250703	0.02501733534563691	0.2495166890156377	0.07073830256706164	0.028952520615963116	0.03437222798467453	0.15641604714571483	0.0293788928058077	0.015715992288096232	0.021762244315556723
85	PRDX1-2	0.02156256529640879	0.025688329146738464	0.050717348490896985	0.17105535310530157	0.028681652329554892	0.018969166207844886	0.0340961242763174	0.03618981443751658	0.30375833130460106	0.032847119073120816	0.03282080884701634	0.03741010856387332	0.10725314269589527	0.04461228547115887	0.03344389136358735	0.02089395939016851
86	HIF1a-1	0.023675202257532384	0.037720410173399416	0.06435722200572379	0.16723345465254744	0.026191760638611533	0.02691887643195384	0.040197712459667544	0.041074572697468226	0.22566809244632952	0.03587922876382264	0.03294184405439959	0.03828263364424308	0.0996469595310696	0.05470451688961881	0.051447530529590495	0.03405998282402146
87	MTOR-1	0.02709243197608656	0.022055850561703238	0.03714954674258454	0.1430379661110464	0.03858534875931226	0.01678882672570797	0.026971714471392072	0.038009598545374716	0.34017933568374964	0.043797726531138885	0.03535906712704996	0.04471924853833683	0.08396194248082627	0.05210244896204653	0.029234084442013017	0.02095486234162959
88	EGLN1-8	0.027432513456062117	0.027714452905939584	0.06842455483843733	0.12275578570532093	0.03819456384618026	0.019138761833843092	0.02747693512668068	0.03700226594393545	0.28189477112551814	0.023008503139662104	0.032052656946760065	0.04963038870770668	0.08114950004691657	0.08210546417334909	0.054993259207052385	0.027025622996634975
89	CCNE1-2	0.023468863948012068	0.0241134388278329	0.04658793469111696	0.17528331108916217	0.03158457267963064	0.020355276026705497	0.03348896754507354	0.03461048453663138	0.28895919496364963	0.03968372333515823	0.03197097394642112	0.039233375860729586	0.09116301383469332	0.057171452727951474	0.03769090080835858	0.024634515178872426
